name,condition_select,category_id/id,rule_type,code,struct_id/id,sequence,active,appears_on_payslip,condition_python,amount_select,amount_python_compute,payslip_imprime_opt,rubrique_certificat,payslip_rubrique,id
Indemnité maladie,none,d4e_ch_payroll_data.INDEMNITES_1,section,R2035,d4e_ch_payroll_data.horaire_structure,2035,TRUE,TRUE,"
# Available variables:
#----------------------
# payslip: object containing the payslips
# employee: hr.employee object
# contract: hr.contract object
# rules: object containing the rules code (previously computed)
# categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
# worked_days: object containing the computed worked days
# inputs: object containing the computed inputs.

# Note: returned value have to be set in the variable 'result'

result = rules.NET > categories.NET * 0.10",code,"result = 0
if inputs.A2035: 
	for element in inputs.A2035:
		result += element.amount",none_zero_imprime,Aucune rubrique,Salaire Brut,667
Indemnité maternité,none,d4e_ch_payroll_data.INDEMNITES_1,section,R2040,d4e_ch_payroll_data.horaire_structure,2040,TRUE,TRUE,"
# Available variables:
#----------------------
# payslip: object containing the payslips
# employee: hr.employee object
# contract: hr.contract object
# rules: object containing the rules code (previously computed)
# categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
# worked_days: object containing the computed worked days
# inputs: object containing the computed inputs.

# Note: returned value have to be set in the variable 'result'

result = rules.NET > categories.NET * 0.10",code,"result = 0
if inputs.A2040: 
	for element in inputs.A2040:
		result += element.amount",none_zero_imprime,Aucune rubrique,Salaire Brut,668
Correction indemnités de tiers,none,d4e_ch_payroll_data.GROSS_1,section,R2050,d4e_ch_payroll_data.horaire_structure,2050,TRUE,TRUE,"
# Available variables:
#----------------------
# payslip: object containing the payslips
# employee: hr.employee object
# contract: hr.contract object
# rules: object containing the rules code (previously computed)
# categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
# worked_days: object containing the computed worked days
# inputs: object containing the computed inputs.

# Note: returned value have to be set in the variable 'result'

result = rules.NET > categories.NET * 0.10",code,"result = 0
if inputs.A2050: 
	for element in inputs.A2050:
		result += element.amount",none_zero_imprime,Aucune rubrique,Salaire Brut,669
Allocations familiales,none,d4e_ch_payroll_data.ALW_1,section,R3030,d4e_ch_payroll_data.horaire_structure,3030,TRUE,TRUE,"
# Available variables:
#----------------------
# payslip: object containing the payslips
# employee: hr.employee object
# contract: hr.contract object
# rules: object containing the rules code (previously computed)
# categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
# worked_days: object containing the computed worked days
# inputs: object containing the computed inputs.

# Note: returned value have to be set in the variable 'result'

result = rules.NET > categories.NET * 0.10",code,result = contract.allocation_for_child,none_zero_imprime,Aucune rubrique,Salaire Brut,685
Base AVS,none,d4e_ch_payroll_data.REPORT_1,calculation basis,AVS_BASE,d4e_ch_payroll_data.horaire_structure,5000,TRUE,TRUE,“ ”,code,result = categories.BRUT+categories.VACANCES,tj_imprime,Aucune rubrique,,580
Base AC,none,d4e_ch_payroll_data.REPORT_1,calculation basis,AC_BASE,d4e_ch_payroll_data.horaire_structure,5000,TRUE,TRUE,“ ”,code,result = categories.BRUT+categories.VACANCES,tj_imprime,Aucune rubrique,,583
Base AC Complémentaire,none,d4e_ch_payroll_data.REPORT_1,calculation basis,ACC_BASE,d4e_ch_payroll_data.horaire_structure,5000,TRUE,TRUE,result = contract.ac_contribution == 1,code,"if AC_BASE <= payslip.rule_parameter('plafond_ac_mensuel'):
        result = 0
if AC_BASE > payslip.rule_parameter('plafond_ac_mensuel'):
        result = categories.BRUT +categories.VACANCES - payslip.rule_parameter('plafond_ac_mensuel')",tj_imprime,Aucune rubrique,,587
Base LAA,none,d4e_ch_payroll_data.REPORT_1,calculation basis,LAA_BASE,d4e_ch_payroll_data.horaire_structure,5000,TRUE,TRUE,"
# Available variables:
#----------------------
# payslip: object containing the payslips
# employee: hr.employee object
# contract: hr.contract object
# rules: object containing the rules code (previously computed)
# categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
# worked_days: object containing the computed worked days
# inputs: object containing the computed inputs.

# Note: returned value have to be set in the variable 'result'

result = rules.NET > categories.NET * 0.10",code,"if payslip.paid_amount <= payslip.rule_parameter('plafond_laa_mensuel'):
    result = categories.BRUT+categories.VACANCES
if payslip.paid_amount > payslip.rule_parameter('plafond_laa_mensuel'):
    result = payslip.rule_parameter('plafond_laa_mensuel')",tj_imprime,Aucune rubrique,,594
Base IJM,none,d4e_ch_payroll_data.REPORT_1,calculation basis,IJM_BASE,d4e_ch_payroll_data.horaire_structure,5000,TRUE,TRUE,"
# Available variables:
#----------------------
# payslip: object containing the payslips
# employee: hr.employee object
# contract: hr.contract object
# rules: object containing the rules code (previously computed)
# categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
# worked_days: object containing the computed worked days
# inputs: object containing the computed inputs.

# Note: returned value have to be set in the variable 'result'

result = rules.NET > categories.NET * 0.10",code,"if payslip.paid_amount <= payslip.rule_parameter('plafond_ijm_mensuel'):
    result = categories.BRUT+categories.VACANCES
if payslip.paid_amount > payslip.rule_parameter('plafond_ijm_mensuel'):
    result = payslip.rule_parameter('plafond_ijm_mensuel')",tj_imprime,Aucune rubrique,,602
Base LPP,none,d4e_ch_payroll_data.REPORT_1,calculation basis,LPP_BASE,d4e_ch_payroll_data.horaire_structure,5000,TRUE,TRUE,"
# Available variables:
#----------------------
# payslip: object containing the payslips
# employee: hr.employee object
# contract: hr.contract object
# rules: object containing the rules code (previously computed)
# categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
# worked_days: object containing the computed worked days
# inputs: object containing the computed inputs.

# Note: returned value have to be set in the variable 'result'

result = rules.NET > categories.NET * 0.10",code,"if payslip.paid_amount <= payslip.rule_parameter('plafond_lpp_mensuel'):
    result = categories.BRUT+categories.VACANCES
if payslip.paid_amount > payslip.rule_parameter('plafond_lpp_mensuel'):
    result = payslip.rule_parameter('plafond_lpp_mensuel')",tj_imprime,Aucune rubrique,,619
Base IS,none,d4e_ch_payroll_data.REPORT_1,calculation basis,IS_BASE,d4e_ch_payroll_data.horaire_structure,5000,TRUE,TRUE,“ ”,code,result = categories.BRUT + categories.INDEMNITES +categories.VACANCES,tj_imprime,Aucune rubrique,,670
Base Vacances,none,d4e_ch_payroll_data.REPORT_1,calculation basis,VAC_BASE,d4e_ch_payroll_data.horaire_structure,5000,TRUE,FALSE,"
# Available variables:
#----------------------
# payslip: object containing the payslips
# employee: hr.employee object
# contract: hr.contract object
# rules: object containing the rules code (previously computed)
# categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
# worked_days: object containing the computed worked days
# inputs: object containing the computed inputs.

# Note: returned value have to be set in the variable 'result'

result = rules.NET > categories.NET * 0.10",code,result = categories.BRUT,tj_imprime,Aucune rubrique,,709
Salaire AVS,python,d4e_ch_payroll_data.REPORT_1,calculation basis,AVS_SALAIRE,d4e_ch_payroll_data.horaire_structure,5001,TRUE,TRUE,result = contract.avs_contribution == 1,code,"if ( employee.date_deb_benefic_rente )and(((employee.emp_age >= 64 and employee.gender == 'female') or (employee.emp_age >= 65)) and employee.date_deb_benefic_rente <= 
                       compute_current_date().date()) :
     result = AVS_BASE - payslip.rule_parameter('plafond_avs_mensuel') - contract.avs_ded_year
elif (employee.emp_age >= 18 or employee.bool_age_18) and (employee.emp_age < 64 or (employee.emp_age < 65 and employee.gender == 'male'))  :
     result = AVS_BASE
else :
     result = 0",tj_imprime,Aucune rubrique,,579
